"Latitude","Longitude","Pollutant Standard","Year","Units of Measure","Arithmetic Mean","State Name","County Name"
34.10002,-117.49201,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",14.227966,"California","San Bernardino"
34.41639,-117.2858,"Ozone 8-hour 2015",2009,"Parts per million",0.052821,"California","San Bernardino"
34.05977,-117.14731,"Ozone 8-hour 2015",2009,"Parts per million",0.054295,"California","San Bernardino"
34.26464,-116.86147,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",9.764286,"California","San Bernardino"
34.06957,-116.38893,"Ozone 8-hour 2015",2009,"Parts per million",0.060257,"California","San Bernardino"
34.106678,-117.274063,"CO 1-hour 1971",2009,"Parts per million",0.350188,"California","San Bernardino"
34.106678,-117.274063,"NO2 1-hour 2010",2009,"Parts per billion",34.095775,"California","San Bernardino"
34.106678,-117.274063,"Ozone 8-hour 2015",2009,"Parts per million",0.051349,"California","San Bernardino"
34.106678,-117.274063,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",12.959091,"California","San Bernardino"
34.193925,-116.914063,"Ozone 8-hour 2015",2009,"Parts per million",0.059354,"California","San Bernardino"
32.631242,-117.059088,"CO 1-hour 1971",2009,"Parts per million",0.547814,"California","San Diego"
32.631242,-117.059088,"SO2 1-hour 2010",2009,"Parts per billion",2.661157,"California","San Diego"
32.631242,-117.059088,"NO2 1-hour 2010",2009,"Parts per billion",26.867403,"California","San Diego"
32.631242,-117.059088,"Ozone 8-hour 2015",2009,"Parts per million",0.045574,"California","San Diego"
32.631242,-117.059088,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.447414,"California","San Diego"
32.791194,-116.942092,"NO2 1-hour 2010",2009,"Parts per billion",24.602778,"California","San Diego"
32.791194,-116.942092,"Ozone 8-hour 2015",2009,"Parts per million",0.043081,"California","San Diego"
32.791194,-116.942092,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",12.15,"California","San Diego"
32.836461,-117.128752,"NO2 1-hour 2010",2009,"Parts per billion",27.061972,"California","San Diego"
32.836461,-117.128752,"Ozone 8-hour 2015",2009,"Parts per million",0.043501,"California","San Diego"
32.836461,-117.128752,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.55339,"California","San Diego"
32.952124,-117.264088,"Ozone 8-hour 2015",2009,"Parts per million",0.043131,"California","San Diego"
33.127769,-117.075086,"CO 1-hour 1971",2009,"Parts per million",0.588258,"California","San Diego"
33.127769,-117.075086,"NO2 1-hour 2010",2009,"Parts per billion",29.038462,"California","San Diego"
33.127769,-117.075086,"Ozone 8-hour 2015",2009,"Parts per million",0.045978,"California","San Diego"
33.127769,-117.075086,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.028448,"California","San Diego"
33.127769,-117.075086,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",15.015833,"California","San Diego"
32.842318,-116.768293,"NO2 1-hour 2010",2009,"Parts per billion",17.592593,"California","San Diego"
32.842318,-116.768293,"Ozone 8-hour 2015",2009,"Parts per million",0.053919,"California","San Diego"
33.217055,-117.396177,"NO2 1-hour 2010",2009,"Parts per billion",22.554878,"California","San Diego"
33.217055,-117.396177,"Ozone 8-hour 2015",2009,"Parts per million",0.042802,"California","San Diego"
33.217055,-117.396177,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",12.444444,"California","San Diego"
32.701492,-117.149653,"CO 1-hour 1971",2009,"Parts per million",0.556647,"California","San Diego"
32.701492,-117.149653,"SO2 1-hour 2010",2009,"Parts per billion",3.403315,"California","San Diego"
32.701492,-117.149653,"NO2 1-hour 2010",2009,"Parts per billion",31.904225,"California","San Diego"
32.701492,-117.149653,"Ozone 8-hour 2015",2009,"Parts per million",0.037111,"California","San Diego"
32.701492,-117.149653,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.779056,"California","San Diego"
32.725226,-116.365203,"Ozone 8-hour 2015",2009,"Parts per million",0.020043,"California","San Diego"
32.725226,-116.365203,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",3.40625,"California","San Diego"
32.725226,-116.365203,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",3.85,"California","San Diego"
33.362593,-117.09023,"Ozone 8-hour 2015",2009,"Parts per million",0.042868,"California","San Diego"
33.362593,-117.09023,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",0.000274,"California","San Diego"
32.552164,-116.937772,"CO 1-hour 1971",2009,"Parts per million",0.715048,"California","San Diego"
32.552164,-116.937772,"SO2 1-hour 2010",2009,"Parts per billion",6.227273,"California","San Diego"
32.552164,-116.937772,"NO2 1-hour 2010",2009,"Parts per billion",37.030675,"California","San Diego"
32.552164,-116.937772,"Ozone 8-hour 2015",2009,"Parts per million",0.036813,"California","San Diego"
37.765946,-122.399044,"CO 1-hour 1971",2009,"Parts per million",0.304583,"California","San Francisco"
37.765946,-122.399044,"NO2 1-hour 2010",2009,"Parts per billion",27.350829,"California","San Francisco"
37.765946,-122.399044,"Ozone 8-hour 2015",2009,"Parts per million",0.026528,"California","San Francisco"
37.765946,-122.399044,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",8.911864,"California","San Francisco"
37.765946,-122.399044,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",13.429348,"California","San Francisco"
37.950741,-121.268523,"CO 1-hour 1971",2009,"Parts per million",0.198529,"California","San Joaquin"
37.950741,-121.268523,"NO2 1-hour 2010",2009,"Parts per billion",27.334286,"California","San Joaquin"
37.950741,-121.268523,"Ozone 8-hour 2015",2009,"Parts per million",0.034219,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.316667,"California","San Joaquin"
37.682635,-121.442495,"NO2 1-hour 2010",2009,"Parts per billion",17.616046,"California","San Joaquin"
37.682635,-121.442495,"Ozone 8-hour 2015",2009,"Parts per million",0.041764,"California","San Joaquin"
35.614668,-120.656912,"Ozone 8-hour 2015",2009,"Parts per million",0.038303,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2009,"Parts per billion",1.008499,"California","San Luis Obispo"
35.02083,-120.56388,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",8.052717,"California","San Luis Obispo"
35.25651,-120.6693,"Ozone 8-hour 2015",2009,"Parts per million",0.035107,"California","San Luis Obispo"
35.25651,-120.6693,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",6.152459,"California","San Luis Obispo"
35.36631,-120.84271,"NO2 1-hour 2010",2009,"Parts per billion",11.003165,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2009,"Parts per million",0.03376,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2009,"Parts per billion",10.033149,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2009,"Parts per million",0.037913,"California","San Luis Obispo"
35.49158,-120.66804,"NO2 1-hour 2010",2009,"Parts per billion",18.321534,"California","San Luis Obispo"
35.49158,-120.66804,"Ozone 8-hour 2015",2009,"Parts per million",0.037851,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.887931,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.796552,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.099526,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.099526,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",9.901905,"California","San Luis Obispo"
35.64368,-120.23135,"Ozone 8-hour 2015",2009,"Parts per million",0.049811,"California","San Luis Obispo"
35.35472,-120.04019,"Ozone 8-hour 2015",2009,"Parts per million",0.047675,"California","San Luis Obispo"
37.482934,-122.20337,"CO 1-hour 1971",2009,"Parts per million",0.480797,"California","San Mateo"
37.482934,-122.20337,"NO2 1-hour 2010",2009,"Parts per billion",23.319559,"California","San Mateo"
37.482934,-122.20337,"Ozone 8-hour 2015",2009,"Parts per million",0.028402,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",8.019298,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",9.584615,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.356522,"California","San Mateo"
34.46245,-120.02551,"SO2 1-hour 2010",2009,"Parts per billion",1.220994,"California","Santa Barbara"
34.46245,-120.02551,"NO2 1-hour 2010",2009,"Parts per billion",12.577031,"California","Santa Barbara"
34.46245,-120.02551,"Ozone 8-hour 2015",2009,"Parts per million",0.039213,"California","Santa Barbara"
34.427775,-119.691218,"CO 1-hour 1971",2009,"Parts per million",0.301853,"California","Santa Barbara"
34.427775,-119.691218,"NO2 1-hour 2010",2009,"Parts per billion",20.176966,"California","Santa Barbara"
34.427775,-119.691218,"Ozone 8-hour 2015",2009,"Parts per million",0.035742,"California","Santa Barbara"
34.427775,-119.691218,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",9.62,"California","Santa Barbara"
34.942872,-120.435611,"CO 1-hour 1971",2009,"Parts per million",0.211319,"California","Santa Barbara"
34.942872,-120.435611,"NO2 1-hour 2010",2009,"Parts per billion",18.18956,"California","Santa Barbara"
34.942872,-120.435611,"Ozone 8-hour 2015",2009,"Parts per million",0.031815,"California","Santa Barbara"
34.942872,-120.435611,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",6.959649,"California","Santa Barbara"
34.725352,-120.428717,"SO2 1-hour 2010",2009,"Parts per billion",1.115942,"California","Santa Barbara"
34.725352,-120.428717,"NO2 1-hour 2010",2009,"Parts per billion",3.301939,"California","Santa Barbara"
34.725352,-120.428717,"Ozone 8-hour 2015",2009,"Parts per million",0.038891,"California","Santa Barbara"
34.54166,-119.79146,"NO2 1-hour 2010",2009,"Parts per billion",2.148459,"California","Santa Barbara"
34.54166,-119.79146,"Ozone 8-hour 2015",2009,"Parts per million",0.042472,"California","Santa Barbara"
34.54166,-119.79146,"Ozone 8-hour 2015",2009,"Parts per million",0.042472,"California","Santa Barbara"
34.54166,-119.79146,"Ozone 8-hour 2015",2009,"Parts per million",0.042395,"California","Santa Barbara"
34.52744,-120.1965,"NO2 1-hour 2010",2009,"Parts per billion",9.945205,"California","Santa Barbara"
34.52744,-120.1965,"Ozone 8-hour 2015",2009,"Parts per million",0.03312,"California","Santa Barbara"
34.414942,-119.879511,"SO2 1-hour 2010",2009,"Parts per billion",1.135734,"California","Santa Barbara"
34.403052,-119.457914,"NO2 1-hour 2010",2009,"Parts per billion",5.305556,"California","Santa Barbara"
34.403052,-119.457914,"Ozone 8-hour 2015",2009,"Parts per million",0.045141,"California","Santa Barbara"
34.403052,-119.457914,"Ozone 8-hour 2015",2009,"Parts per million",0.045216,"California","Santa Barbara"
34.403052,-119.457914,"Ozone 8-hour 2015",2009,"Parts per million",0.045216,"California","Santa Barbara"
34.48974,-120.04692,"CO 1-hour 1971",2009,"Parts per million",0.249815,"California","Santa Barbara"
34.48974,-120.04692,"SO2 1-hour 2010",2009,"Parts per billion",2.118644,"California","Santa Barbara"
34.48974,-120.04692,"NO2 1-hour 2010",2009,"Parts per billion",4.19209,"California","Santa Barbara"
34.48974,-120.04692,"Ozone 8-hour 2015",2009,"Parts per million",0.045841,"California","Santa Barbara"
34.48974,-120.04692,"Ozone 8-hour 2015",2009,"Parts per million",0.045519,"California","Santa Barbara"
34.48974,-120.04692,"Ozone 8-hour 2015",2009,"Parts per million",0.045841,"California","Santa Barbara"
34.63782,-120.4575,"CO 1-hour 1971",2009,"Parts per million",0.116891,"California","Santa Barbara"
34.63782,-120.4575,"SO2 1-hour 2010",2009,"Parts per billion",1.106849,"California","Santa Barbara"
34.63782,-120.4575,"NO2 1-hour 2010",2009,"Parts per billion",9.778082,"California","Santa Barbara"
34.63782,-120.4575,"Ozone 8-hour 2015",2009,"Parts per million",0.035766,"California","Santa Barbara"
34.44551,-119.8284,"CO 1-hour 1971",2009,"Parts per million",0.090168,"California","Santa Barbara"
34.44551,-119.8284,"SO2 1-hour 2010",2009,"Parts per billion",0.466667,"California","Santa Barbara"
34.44551,-119.8284,"NO2 1-hour 2010",2009,"Parts per billion",15.393939,"California","Santa Barbara"
34.44551,-119.8284,"Ozone 8-hour 2015",2009,"Parts per million",0.037765,"California","Santa Barbara"
34.605819,-120.075069,"Ozone 8-hour 2015",2009,"Parts per million",0.038872,"California","Santa Barbara"
34.5959,-120.631315,"CO 1-hour 1971",2009,"Parts per million",0.084261,"California","Santa Barbara"
34.5959,-120.631315,"SO2 1-hour 2010",2009,"Parts per billion",0.997222,"California","Santa Barbara"
34.5959,-120.631315,"NO2 1-hour 2010",2009,"Parts per billion",2.336111,"California","Santa Barbara"
34.5959,-120.631315,"Ozone 8-hour 2015",2009,"Parts per million",0.036919,"California","Santa Barbara"
36.999571,-121.574684,"Ozone 8-hour 2015",2009,"Parts per million",0.039802,"California","Santa Clara"
36.999571,-121.574684,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.60198,"California","Santa Clara"
36.999571,-121.574684,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",13.08871,"California","Santa Clara"
37.348497,-121.894898,"CO 1-hour 1971",2009,"Parts per million",0.400405,"California","Santa Clara"
37.348497,-121.894898,"SO2 1-hour 2010",2009,"Parts per billion",1.015309,"California","Santa Clara"
37.348497,-121.894898,"NO2 1-hour 2010",2009,"Parts per billion",26.168142,"California","Santa Clara"
37.348497,-121.894898,"Ozone 8-hour 2015",2009,"Parts per million",0.028064,"California","Santa Clara"
37.348497,-121.894898,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.975105,"California","Santa Clara"
37.226862,-121.979675,"Ozone 8-hour 2015",2009,"Parts per million",0.033585,"California","Santa Clara"
37.079379,-121.600031,"Ozone 8-hour 2015",2009,"Parts per million",0.040409,"California","Santa Clara"
37.011894,-122.194413,"CO 1-hour 1971",2009,"Parts per million",0.311648,"California","Santa Cruz"
37.011894,-122.194413,"SO2 1-hour 2010",2009,"Parts per billion",1.738007,"California","Santa Cruz"
37.011894,-122.194413,"NO2 1-hour 2010",2009,"Parts per billion",4.509642,"California","Santa Cruz"
37.011894,-122.194413,"Ozone 8-hour 2015",2009,"Parts per million",0.033685,"California","Santa Cruz"
36.933285,-121.796896,"Ozone 8-hour 2015",2009,"Parts per million",0.033558,"California","Santa Cruz"
37.05217,-122.013573,"Ozone 8-hour 2015",2009,"Parts per million",0.035376,"California","Santa Cruz"
36.98332,-121.98822,"Ozone 8-hour 2015",2009,"Parts per million",0.030774,"California","Santa Cruz"
36.98332,-121.98822,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",5.695082,"California","Santa Cruz"
40.55013,-122.38092,"Ozone 8-hour 2015",2009,"Parts per million",0.036069,"California","Shasta"
40.55013,-122.38092,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",5.816667,"California","Shasta"
40.452913,-122.298866,"Ozone 8-hour 2015",2009,"Parts per million",0.036938,"California","Shasta"
40.689253,-122.402194,"Ozone 8-hour 2015",2009,"Parts per million",0.041233,"California","Shasta"
40.53999,-121.57646,"Ozone 8-hour 2015",2009,"Parts per million",0.045472,"California","Shasta"
40.6304,-122.4031,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",6.677966,"California","Shasta"
40.69184,-122.40179,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",4.050943,"California","Shasta"
38.102507,-122.237976,"CO 1-hour 1971",2009,"Parts per million",0.355857,"California","Solano"
38.102507,-122.237976,"SO2 1-hour 2010",2009,"Parts per billion",1.811634,"California","Solano"
38.102507,-122.237976,"NO2 1-hour 2010",2009,"Parts per billion",19.183616,"California","Solano"
38.102507,-122.237976,"Ozone 8-hour 2015",2009,"Parts per million",0.031173,"California","Solano"
38.102507,-122.237976,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",11.099495,"California","Solano"
38.227066,-122.075624,"Ozone 8-hour 2015",2009,"Parts per million",0.037276,"California","Solano"
38.35655,-121.94986,"Ozone 8-hour 2015",2009,"Parts per million",0.035989,"California","Solano"
38.443503,-122.710169,"CO 1-hour 1971",2009,"Parts per million",0.360529,"California","Sonoma"
38.443503,-122.710169,"NO2 1-hour 2010",2009,"Parts per billion",18.461538,"California","Sonoma"
38.443503,-122.710169,"Ozone 8-hour 2015",2009,"Parts per million",0.027794,"California","Sonoma"
38.443503,-122.710169,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.413846,"California","Sonoma"
38.443503,-122.710169,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",12.325714,"California","Sonoma"
38.654069,-122.901857,"Ozone 8-hour 2015",2009,"Parts per million",0.030873,"California","Sonoma"
37.642165,-120.994212,"CO 1-hour 1971",2009,"Parts per million",0.19544,"California","Stanislaus"
37.642165,-120.994212,"Ozone 8-hour 2015",2009,"Parts per million",0.039335,"California","Stanislaus"
37.642165,-120.994212,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",12.994958,"California","Stanislaus"
37.488317,-120.836008,"CO 1-hour 1971",2009,"Parts per million",0.395217,"California","Stanislaus"
37.488317,-120.836008,"NO2 1-hour 2010",2009,"Parts per billion",23.181303,"California","Stanislaus"
37.488317,-120.836008,"Ozone 8-hour 2015",2009,"Parts per million",0.044009,"California","Stanislaus"
37.488317,-120.836008,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",16.110833,"California","Stanislaus"
39.138773,-121.618549,"NO2 1-hour 2010",2009,"Parts per billion",20.721893,"California","Sutter"
39.138773,-121.618549,"Ozone 8-hour 2015",2009,"Parts per million",0.033365,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.922254,"California","Sutter"
39.205572,-121.820362,"Ozone 8-hour 2015",2009,"Parts per million",0.04807,"California","Sutter"
36.566128,-118.7777,"Ozone 8-hour 2015",2009,"Parts per million",0.048456,"California","Tulare"
36.48947,-118.82915,"Ozone 8-hour 2015",2009,"Parts per million",0.053847,"California","Tulare"
36.332179,-119.291228,"NO2 1-hour 2010",2009,"Parts per billion",29.571429,"California","Tulare"
36.332179,-119.291228,"Ozone 8-hour 2015",2009,"Parts per million",0.048734,"California","Tulare"
36.332179,-119.291228,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",16.12,"California","Tulare"
34.210169,-118.870509,"Ozone 8-hour 2015",2009,"Parts per million",0.046667,"California","Ventura"
34.210169,-118.870509,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.859016,"California","Ventura"
34.210169,-118.870509,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.24,"California","Ventura"
34.404281,-118.80998,"Ozone 8-hour 2015",2009,"Parts per million",0.047731,"California","Ventura"
34.404281,-118.80998,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",9.476667,"California","Ventura"
34.44806,-119.2313,"Ozone 8-hour 2015",2009,"Parts per million",0.047328,"California","Ventura"
34.276316,-118.683685,"NO2 1-hour 2010",2009,"Parts per billion",23.29589,"California","Ventura"
34.276316,-118.683685,"Ozone 8-hour 2015",2009,"Parts per million",0.050165,"California","Ventura"
34.276316,-118.683685,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.27541,"California","Ventura"
34.280401,-119.314557,"Ozone 8-hour 2015",2009,"Parts per million",0.040797,"California","Ventura"
34.25239,-119.143182,"NO2 1-hour 2010",2009,"Parts per billion",17.335196,"California","Ventura"
34.25239,-119.143182,"Ozone 8-hour 2015",2009,"Parts per million",0.040569,"California","Ventura"
34.25239,-119.143182,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",10.219672,"California","Ventura"
38.53445,-121.7734,"NO2 1-hour 2010",2009,"Parts per billion",16.722527,"California","Yolo"
38.53445,-121.7734,"Ozone 8-hour 2015",2009,"Parts per million",0.039088,"California","Yolo"
38.66121,-121.73269,"Ozone 8-hour 2015",2009,"Parts per million",0.040015,"California","Yolo"
38.66121,-121.73269,"PM25 Annual 2012",2009,"Micrograms/cubic meter (LC)",7.304688,"California","Yolo"
37.687526,-121.784217,"NO2 1-hour 2010",2010,"Parts per billion",22.121884,"California","Alameda"
37.687526,-121.784217,"Ozone 8-hour 2015",2010,"Parts per million",0.036108,"California","Alameda"
37.687526,-121.784217,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",8.575714,"California","Alameda"
37.743065,-122.169935,"CO 1-hour 1971",2010,"Parts per million",0.294714,"California","Alameda"
37.743065,-122.169935,"NO2 1-hour 2010",2010,"Parts per billion",24.189106,"California","Alameda"
37.743065,-122.169935,"Ozone 8-hour 2015",2010,"Parts per million",0.027223,"California","Alameda"
37.743065,-122.169935,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",7.788068,"California","Alameda"
37.814781,-122.282347,"CO 1-hour 1971",2010,"Parts per million",0.12365,"California","Alameda"
37.814781,-122.282347,"SO2 1-hour 2010",2010,"Parts per billion",2.340833,"California","Alameda"
37.814781,-122.282347,"NO2 1-hour 2010",2010,"Parts per billion",26.550867,"California","Alameda"
37.814781,-122.282347,"Ozone 8-hour 2015",2010,"Parts per million",0.023688,"California","Alameda"
37.535833,-121.961823,"CO 1-hour 1971",2010,"Parts per million",0.353388,"California","Alameda"
37.535833,-121.961823,"NO2 1-hour 2010",2010,"Parts per billion",21.656522,"California","Alameda"
37.535833,-121.961823,"Ozone 8-hour 2015",2010,"Parts per million",0.030592,"California","Alameda"
37.535833,-121.961823,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",8.500683,"California","Alameda"
37.877794,-122.30129,"CO 1-hour 1971",2010,"Parts per million",0.314541,"California","Alameda"
37.877794,-122.30129,"SO2 1-hour 2010",2010,"Parts per billion",1.952247,"California","Alameda"
37.877794,-122.30129,"NO2 1-hour 2010",2010,"Parts per billion",23.488418,"California","Alameda"
37.877794,-122.30129,"Ozone 8-hour 2015",2010,"Parts per million",0.025771,"California","Alameda"
39.757371,-121.843286,"CO 1-hour 1971",2010,"Parts per million",0.247363,"California","Butte"
39.757371,-121.843286,"NO2 1-hour 2010",2010,"Parts per billion",15.928571,"California","Butte"
39.757371,-121.843286,"Ozone 8-hour 2015",2010,"Parts per million",0.037997,"California","Butte"
39.757371,-121.843286,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",7.987931,"California","Butte"
39.708454,-121.617309,"Ozone 8-hour 2015",2010,"Parts per million",0.046121,"California","Butte"
37.936013,-122.026154,"CO 1-hour 1971",2010,"Parts per million",0.316863,"California","Contra Costa"
37.936013,-122.026154,"SO2 1-hour 2010",2010,"Parts per billion",1.566189,"California","Contra Costa"
37.936013,-122.026154,"NO2 1-hour 2010",2010,"Parts per billion",16.03831,"California","Contra Costa"
37.936013,-122.026154,"Ozone 8-hour 2015",2010,"Parts per million",0.032889,"California","Contra Costa"
37.936013,-122.026154,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",7.731513,"California","Contra Costa"
37.936013,-122.026154,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",7.02549,"California","Contra Costa"
37.948172,-122.364852,"SO2 1-hour 2010",2010,"Parts per billion",3.055455,"California","Contra Costa"
38.05492,-122.233229,"SO2 1-hour 2010",2010,"Parts per billion",3.055372,"California","Contra Costa"
38.006311,-121.641918,"CO 1-hour 1971",2010,"Parts per million",0.281167,"California","Contra Costa"
38.006311,-121.641918,"SO2 1-hour 2010",2010,"Parts per billion",1.970339,"California","Contra Costa"
38.006311,-121.641918,"NO2 1-hour 2010",2010,"Parts per billion",10.663408,"California","Contra Costa"
38.006311,-121.641918,"Ozone 8-hour 2015",2010,"Parts per million",0.038258,"California","Contra Costa"
37.9604,-122.356811,"CO 1-hour 1971",2010,"Parts per million",0.352453,"California","Contra Costa"
37.9604,-122.356811,"SO2 1-hour 2010",2010,"Parts per billion",3.333036,"California","Contra Costa"
37.9604,-122.356811,"NO2 1-hour 2010",2010,"Parts per billion",18.432143,"California","Contra Costa"
37.9604,-122.356811,"Ozone 8-hour 2015",2010,"Parts per million",0.028552,"California","Contra Costa"
38.012816,-122.134467,"SO2 1-hour 2010",2010,"Parts per billion",2.710526,"California","Contra Costa"
36.705474,-119.741332,"CO 1-hour 1971",2010,"Parts per million",0.327733,"California","Fresno"
36.705474,-119.741332,"NO2 1-hour 2010",2010,"Parts per billion",24.864865,"California","Fresno"
36.705474,-119.741332,"Ozone 8-hour 2015",2010,"Parts per million",0.043882,"California","Fresno"
36.781333,-119.77319,"CO 1-hour 1971",2010,"Parts per million",0.27133,"California","Fresno"
36.781333,-119.77319,"SO2 1-hour 2010",2010,"Parts per billion",1.424242,"California","Fresno"
36.781333,-119.77319,"NO2 1-hour 2010",2010,"Parts per billion",25.509642,"California","Fresno"
36.781333,-119.77319,"Ozone 8-hour 2015",2010,"Parts per million",0.045794,"California","Fresno"
36.781333,-119.77319,"Ozone 8-hour 2015",2010,"Parts per million",0.044898,"California","Fresno"
36.781333,-119.77319,"Ozone 8-hour 2015",2010,"Parts per million",0.045794,"California","Fresno"
36.781333,-119.77319,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",13.217009,"California","Fresno"
36.781333,-119.77319,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",13.296784,"California","Fresno"
36.781333,-119.77319,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",13.296784,"California","Fresno"
36.781333,-119.77319,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",12.357813,"California","Fresno"
36.841592,-119.874739,"CO 1-hour 1971",2010,"Parts per million",0.270667,"California","Fresno"
36.841592,-119.874739,"NO2 1-hour 2010",2010,"Parts per billion",14.573883,"California","Fresno"
36.841592,-119.874739,"Ozone 8-hour 2015",2010,"Parts per million",0.051744,"California","Fresno"
36.841592,-119.874739,"Ozone 8-hour 2015",2010,"Parts per million",0.051744,"California","Fresno"
36.841592,-119.874739,"Ozone 8-hour 2015",2010,"Parts per million",0.050759,"California","Fresno"
36.634225,-120.382331,"Ozone 8-hour 2015",2010,"Parts per million",0.045898,"California","Fresno"
36.634225,-120.382331,"Ozone 8-hour 2015",2010,"Parts per million",0.046059,"California","Fresno"
36.634225,-120.382331,"Ozone 8-hour 2015",2010,"Parts per million",0.046059,"California","Fresno"
36.634225,-120.382331,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",6.999675,"California","Fresno"
36.597442,-119.503659,"NO2 1-hour 2010",2010,"Parts per billion",14.868132,"California","Fresno"
36.597442,-119.503659,"Ozone 8-hour 2015",2010,"Parts per million",0.047707,"California","Fresno"
36.597442,-119.503659,"Ozone 8-hour 2015",2010,"Parts per million",0.04688,"California","Fresno"
36.597442,-119.503659,"Ozone 8-hour 2015",2010,"Parts per million",0.047707,"California","Fresno"
36.819449,-119.716433,"CO 1-hour 1971",2010,"Parts per million",0.292744,"California","Fresno"
36.819449,-119.716433,"NO2 1-hour 2010",2010,"Parts per billion",21.075,"California","Fresno"
36.819449,-119.716433,"Ozone 8-hour 2015",2010,"Parts per million",0.047839,"California","Fresno"
36.819449,-119.716433,"Ozone 8-hour 2015",2010,"Parts per million",0.047839,"California","Fresno"
36.819449,-119.716433,"Ozone 8-hour 2015",2010,"Parts per million",0.046923,"California","Fresno"
36.819449,-119.716433,"PM25 Annual 2012",2010,"Micrograms/cubic meter (LC)",14.596639,"California","Fresno"
