"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"06","California","06087","Santa Cruz","2012","929","",
"06","California","06087","Santa Cruz","2013","995","",
"06","California","06087","Santa Cruz","2014","925","",
"06","California","06087","Santa Cruz","2015","901","",
"06","California","06087","Santa Cruz","2016","859","",
"06","California","06087","Santa Cruz","2017","770","",
"06","California","06087","Santa Cruz","2018","721","",
"06","California","06087","Santa Cruz","2019","796","",
"06","California","06089","Shasta","2005","976","",
"06","California","06089","Shasta","2006","992","",
"06","California","06089","Shasta","2007","817","",
"06","California","06089","Shasta","2008","1,131","",
"06","California","06089","Shasta","2009","1,022","",
"06","California","06089","Shasta","2010","1,072","",
"06","California","06089","Shasta","2011","973","",
"06","California","06089","Shasta","2012","929","",
"06","California","06089","Shasta","2013","895","",
"06","California","06089","Shasta","2014","1,094","",
"06","California","06089","Shasta","2015","1,003","",
"06","California","06089","Shasta","2016","724","",
"06","California","06089","Shasta","2017","722","",
"06","California","06089","Shasta","2018","602","",
"06","California","06089","Shasta","2019","631","",
"06","California","06091","Sierra","2005","6","",
"06","California","06091","Sierra","2006","22","",
"06","California","06091","Sierra","2007","18","",
"06","California","06091","Sierra","2008","7","",
"06","California","06091","Sierra","2009","Suppressed","",
"06","California","06091","Sierra","2010","12","",
"06","California","06091","Sierra","2011","23","",
"06","California","06091","Sierra","2012","Suppressed","",
"06","California","06091","Sierra","2013","13","",
"06","California","06091","Sierra","2014","10","",
"06","California","06091","Sierra","2015","9","",
"06","California","06091","Sierra","2016","8","",
"06","California","06091","Sierra","2017","Suppressed","",
"06","California","06091","Sierra","2018","12","",
"06","California","06091","Sierra","2019","7","",
"06","California","06093","Siskiyou","2005","175","",
"06","California","06093","Siskiyou","2006","182","",
"06","California","06093","Siskiyou","2007","155","",
"06","California","06093","Siskiyou","2008","169","",
"06","California","06093","Siskiyou","2009","150","",
"06","California","06093","Siskiyou","2010","148","",
"06","California","06093","Siskiyou","2011","141","",
"06","California","06093","Siskiyou","2012","159","",
"06","California","06093","Siskiyou","2013","176","",
"06","California","06093","Siskiyou","2014","192","",
"06","California","06093","Siskiyou","2015","176","",
"06","California","06093","Siskiyou","2016","127","",
"06","California","06093","Siskiyou","2017","159","",
"06","California","06093","Siskiyou","2018","138","",
"06","California","06093","Siskiyou","2019","148","",
"06","California","06095","Solano","2005","2,460","",
"06","California","06095","Solano","2006","2,648","",
"06","California","06095","Solano","2007","2,477","",
"06","California","06095","Solano","2008","2,319","",
"06","California","06095","Solano","2009","2,873","",
"06","California","06095","Solano","2010","3,314","",
"06","California","06095","Solano","2011","3,261","",
"06","California","06095","Solano","2012","3,290","",
"06","California","06095","Solano","2013","3,136","",
"06","California","06095","Solano","2014","3,319","",
"06","California","06095","Solano","2015","3,383","",
"06","California","06095","Solano","2016","3,342","",
"06","California","06095","Solano","2017","3,844","",
"06","California","06095","Solano","2018","3,343","",
"06","California","06095","Solano","2019","2,986","",
"06","California","06097","Sonoma","2005","2,184","",
"06","California","06097","Sonoma","2006","2,158","",
"06","California","06097","Sonoma","2007","1,954","",
"06","California","06097","Sonoma","2008","1,855","",
"06","California","06097","Sonoma","2009","2,112","",
"06","California","06097","Sonoma","2010","2,271","",
"06","California","06097","Sonoma","2011","2,111","",
"06","California","06097","Sonoma","2012","1,944","",
"06","California","06097","Sonoma","2013","1,967","",
"06","California","06097","Sonoma","2014","1,892","",
"06","California","06097","Sonoma","2015","1,917","",
"06","California","06097","Sonoma","2016","1,683","",
"06","California","06097","Sonoma","2017","1,936","",
"06","California","06097","Sonoma","2018","1,764","",
"06","California","06097","Sonoma","2019","1,488","",
"06","California","06099","Stanislaus","2005","2,414","",
"06","California","06099","Stanislaus","2006","2,386","",
"06","California","06099","Stanislaus","2007","2,279","",
"06","California","06099","Stanislaus","2008","2,501","",
"06","California","06099","Stanislaus","2009","2,860","",
"06","California","06099","Stanislaus","2010","2,817","",
"06","California","06099","Stanislaus","2011","2,829","",
"06","California","06099","Stanislaus","2012","2,906","",
"06","California","06099","Stanislaus","2013","3,104","",
"06","California","06099","Stanislaus","2014","3,417","",
"06","California","06099","Stanislaus","2015","3,258","",
"06","California","06099","Stanislaus","2016","2,756","",
"06","California","06099","Stanislaus","2017","3,072","",
"06","California","06099","Stanislaus","2018","2,896","",
"06","California","06099","Stanislaus","2019","2,886","",
"06","California","06101","Sutter","2005","257","",
"06","California","06101","Sutter","2006","305","",
"06","California","06101","Sutter","2007","296","",
"06","California","06101","Sutter","2008","343","",
"06","California","06101","Sutter","2009","355","",
"06","California","06101","Sutter","2010","314","",
"06","California","06101","Sutter","2011","267","",
"06","California","06101","Sutter","2012","255","",
"06","California","06101","Sutter","2013","285","",
"06","California","06101","Sutter","2014","372","",
"06","California","06101","Sutter","2015","333","",
"06","California","06101","Sutter","2016","322","",
"06","California","06101","Sutter","2017","301","",
"06","California","06101","Sutter","2018","290","",
"06","California","06101","Sutter","2019","274","",
"06","California","06103","Tehama","2005","431","",
"06","California","06103","Tehama","2006","396","",
"06","California","06103","Tehama","2007","416","",
"06","California","06103","Tehama","2008","433","",
"06","California","06103","Tehama","2009","448","",
"06","California","06103","Tehama","2010","415","",
"06","California","06103","Tehama","2011","366","",
"06","California","06103","Tehama","2012","324","",
"06","California","06103","Tehama","2013","305","",
"06","California","06103","Tehama","2014","324","",
"06","California","06103","Tehama","2015","319","",
"06","California","06103","Tehama","2016","335","",
"06","California","06103","Tehama","2017","348","",
"06","California","06103","Tehama","2018","287","",
"06","California","06103","Tehama","2019","272","",
"06","California","06105","Trinity","2005","52","",
"06","California","06105","Trinity","2006","46","",
"06","California","06105","Trinity","2007","61","",
"06","California","06105","Trinity","2008","59","",
"06","California","06105","Trinity","2009","45","",
"06","California","06105","Trinity","2010","58","",
"06","California","06105","Trinity","2011","57","",
"06","California","06105","Trinity","2012","64","",
"06","California","06105","Trinity","2013","43","",
"06","California","06105","Trinity","2014","78","",
"06","California","06105","Trinity","2015","67","",
"06","California","06105","Trinity","2016","55","",
"06","California","06105","Trinity","2017","55","",
"06","California","06105","Trinity","2018","57","",
"06","California","06105","Trinity","2019","47","",
"06","California","06107","Tulare","2005","2,626","",
"06","California","06107","Tulare","2006","2,395","",
"06","California","06107","Tulare","2007","2,115","",
"06","California","06107","Tulare","2008","2,142","",
"06","California","06107","Tulare","2009","2,613","",
"06","California","06107","Tulare","2010","2,458","",
"06","California","06107","Tulare","2011","2,335","",
"06","California","06107","Tulare","2012","2,321","",
"06","California","06107","Tulare","2013","2,366","",
"06","California","06107","Tulare","2014","2,366","",
"06","California","06107","Tulare","2015","2,528","",
"06","California","06107","Tulare","2016","1,979","",
"06","California","06107","Tulare","2017","2,131","",
"06","California","06107","Tulare","2018","1,598","",
"06","California","06107","Tulare","2019","1,995","",
"06","California","06109","Tuolumne","2005","309","",
"06","California","06109","Tuolumne","2006","322","",
"06","California","06109","Tuolumne","2007","298","",
"06","California","06109","Tuolumne","2008","335","",
"06","California","06109","Tuolumne","2009","285","",
"06","California","06109","Tuolumne","2010","218","",
"06","California","06109","Tuolumne","2011","230","",
"06","California","06109","Tuolumne","2012","266","",
"06","California","06109","Tuolumne","2013","278","",
"06","California","06109","Tuolumne","2014","242","",
"06","California","06109","Tuolumne","2015","258","",
"06","California","06109","Tuolumne","2016","224","",
"06","California","06109","Tuolumne","2017","243","",
"06","California","06109","Tuolumne","2018","220","",
"06","California","06109","Tuolumne","2019","185","",
"06","California","06111","Ventura","2005","3,070","",
"06","California","06111","Ventura","2006","2,846","",
"06","California","06111","Ventura","2007","2,772","",
"06","California","06111","Ventura","2008","2,787","",
"06","California","06111","Ventura","2009","3,102","",
"06","California","06111","Ventura","2010","2,889","",
"06","California","06111","Ventura","2011","2,792","",
"06","California","06111","Ventura","2012","2,782","",
"06","California","06111","Ventura","2013","2,771","",
"06","California","06111","Ventura","2014","2,850","",
"06","California","06111","Ventura","2015","2,908","",
"06","California","06111","Ventura","2016","2,614","",
"06","California","06111","Ventura","2017","2,823","",
"06","California","06111","Ventura","2018","2,464","",
"06","California","06111","Ventura","2019","2,411","",
"06","California","06113","Yolo","2005","615","",
"06","California","06113","Yolo","2006","732","",
"06","California","06113","Yolo","2007","620","",
"06","California","06113","Yolo","2008","599","",
"06","California","06113","Yolo","2009","736","",
"06","California","06113","Yolo","2010","782","",
"06","California","06113","Yolo","2011","709","",
"06","California","06113","Yolo","2012","796","",
"06","California","06113","Yolo","2013","752","",
"06","California","06113","Yolo","2014","813","",
"06","California","06113","Yolo","2015","847","",
"06","California","06113","Yolo","2016","768","",
"06","California","06113","Yolo","2017","891","",
"06","California","06113","Yolo","2018","804","",
"06","California","06113","Yolo","2019","742","",
"06","California","06115","Yuba","2005","316","",
"06","California","06115","Yuba","2006","348","",
"06","California","06115","Yuba","2007","358","",
"06","California","06115","Yuba","2008","373","",
"06","California","06115","Yuba","2009","398","",
"06","California","06115","Yuba","2010","321","",
"06","California","06115","Yuba","2011","313","",
"06","California","06115","Yuba","2012","281","",
"06","California","06115","Yuba","2013","337","",
"06","California","06115","Yuba","2014","323","",
"06","California","06115","Yuba","2015","342","",
"06","California","06115","Yuba","2016","296","",
"06","California","06115","Yuba","2017","366","",
"06","California","06115","Yuba","2018","333","",
"06","California","06115","Yuba","2019","327","",
